Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2022,22,NYY,AL,18,57,49,8,15,3,0,1,2,2,0,6,9,.306,.404,.429,.832,138,21,3,2,0,0,0,6/4H,,2022,22,NYY,AL,18,57,3,0,0,-1,1,3,0.3,2,5,0.5,.515,.502,0.6,0.0,5,,6/4H,
2023,23,NYY,AL,52,191,173,15,33,8,0,2,14,4,3,13,50,.191,.267,.272,.539,48,47,1,5,0,0,0,54/6HD,,2023,23,NYY,AL,52,191,-12,-2,0,0,2,-13,-1.3,7,-6,-0.7,.475,.492,-0.7,0.2,-6,,54/6HD,
