Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2022,22,LAA,AL,18,59,55,9,22,5,1,1,9,1,1,2,13,.400,.414,.582,.996,179,32,1,0,1,1,0,6/5H,,2022,22,LAA,AL,18,59,5,0,0,0,1,6,0.6,2,8,0.8,.535,.504,0.8,0.1,8,,6/5H,
2023,23,LAA,AL,4,12,9,2,2,0,0,0,0,0,0,3,2,.222,.417,.222,.639,82,2,0,0,0,0,0,/46,,2023,23,LAA,AL,4,12,0,0,0,0,0,0,0.0,0,1,0.1,.503,.500,0.1,0.0,1,,/46,
