Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2023,24,BOS,AL,28,85,76,10,24,6,0,2,14,3,1,9,23,.316,.388,.474,.862,132,36,0,0,0,0,0,87/H9D,,2023,24,BOS,AL,28,85,3,0,0,2,0,5,0.5,3,8,0.8,.517,.503,0.6,0.2,6,,87/H9D,
2024,25,BOS,AL,53,189,169,26,46,14,2,6,22,7,1,19,49,.272,.344,.485,.829,130,82,2,0,0,1,0,*9/H78,,2024,25,BOS,AL,53,189,7,0,0,6,-2,12,1.3,6,18,1.9,.524,.508,1.3,0.5,12,,*9/H78,
