Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
1994,25,TOR,AL,4,8,8,0,1,0,0,0,0,0,0,0,1,.125,.125,.125,.250,-35,1,1,0,0,0,0,/79,,1994,25,TOR,AL,4,8,-2,-1,0,0,0,-3,-0.3,0,-2,-0.2,.434,.498,-0.2,0.0,-2,"$109,000",/79,
1995,26,TOR,AL,17,48,48,2,9,2,0,1,3,0,0,0,5,.188,.188,.292,.479,23,14,1,0,0,0,0,9/7H,,1995,26,TOR,AL,17,48,-5,0,0,1,-1,-4,-0.4,2,-2,-0.2,.478,.498,-0.3,0.1,-4,"$112,500",9/7H,
1996,27,TOR,AL,86,216,202,30,66,10,0,2,21,3,0,8,17,.327,.354,.406,.760,93,82,6,1,4,1,0,7H9/D,,1996,27,TOR,AL,86,216,-1,1,0,-10,-4,-13,-1.1,8,-5,-0.3,.487,.493,0.5,-1.1,5,"$114,500",7H9/D,
1997,28,TOR,AL,37,78,78,4,15,4,1,2,6,0,0,0,16,.192,.192,.346,.538,38,27,2,0,0,0,0,7H/9D,,1997,28,TOR,AL,37,78,-6,0,0,2,-2,-6,-0.6,3,-4,-0.3,.483,.496,-0.6,0.1,-6,"$185,000",7H/9D,
1998,29,TOT,MLB,69,145,141,12,31,2,0,3,14,0,0,2,28,.220,.234,.298,.532,40,42,5,1,0,1,0,H79,,1998,29,SEA,AL,17,35,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,.478,.498,-0.2,-0.1,-2,"$215,000",9/H7,
2001,32,TOT,MLB,8,21,20,1,4,1,0,0,0,0,1,1,7,.200,.238,.250,.488,29,5,0,0,0,0,0,/89DH,,1998,29,MON,NL,52,110,-7,0,-1,-3,-1,-12,-1.3,3,-8,-0.9,.477,.493,-0.6,-0.5,-5,"$215,000",7H,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,32,NYY,AL,6,16,-1,-1,0,-1,0,-2,-0.2,1,-2,-0.2,.461,.499,-0.1,-0.1,-1,,/89D,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,32,MIL,NL,2,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.442,.499,-0.1,0.0,-1,,/H9,
