Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2011,24,CLE,AL,2,7,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1,,2011,24,CLE,AL,2,7,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.449,.499,-0.1,0.0,-1,"$415,800",1,
2013,26,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,,2013,26,CLE,AL,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,"$490,000",1,
2014,27,CLE,AL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,,2014,27,CLE,AL,2,2,-1,0,0,0,0,0,0.0,0,0,0.0,.487,.500,0.0,0.0,0,"$504,700",1,
2015,28,CLE,AL,1,3,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,441,1,0,0,2,0,0,1,CYA-13,2015,28,CLE,AL,1,3,4,0,0,0,0,4,0.3,0,4,0.3,.794,.502,0.3,0.0,4,"$2,337,500",1,CYA-13
2017,30,CLE,AL,2,5,4,1,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,-40,0,0,0,0,0,0,1,CYA-4,2017,30,CLE,AL,2,5,-1,0,0,0,1,0,0.0,0,0,0.0,.494,.500,0.0,0.0,0,"$6,500,000",1,CYA-4
2018,31,CLE,AL,1,4,4,0,1,0,0,0,1,0,0,0,2,.250,.250,.250,.500,37,1,0,0,0,0,0,1,,2018,31,CLE,AL,1,4,0,0,0,0,1,0,0.0,0,0,0.0,.527,.500,0.0,0.0,0,"$8,000,000",1,
2019,32,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,,2019,32,CLE,AL,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,"$9,750,000",1,
2021,34,NYM,NL,12,19,15,0,0,0,0,0,0,0,0,0,10,.000,.000,.000,.000,-100,0,0,0,4,0,0,1,,2021,34,NYM,NL,12,19,-4,0,0,0,3,-1,-0.1,0,-1,-0.1,.491,.499,-0.1,0.0,-1,,1,
