Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2023,22,CLE,AL,23,86,81,9,20,6,0,0,8,0,0,4,27,.247,.279,.321,.600,67,26,4,0,0,1,0,6/5H,,2023,22,CLE,AL,23,86,-3,0,-1,0,1,-2,-0.2,3,1,0.1,.490,.499,0.1,0.1,1,,6/5H,
2024,23,CLE,AL,52,187,159,26,32,9,0,0,9,7,3,23,36,.201,.306,.258,.564,66,41,3,2,1,2,0,*6/H,,2024,23,CLE,AL,52,187,-6,-1,0,6,3,2,0.2,6,9,0.9,.505,.501,0.2,0.9,2,,*6/H,
