Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2022,24,PIT,NL,96,283,262,28,54,13,0,11,29,1,1,14,75,.206,.251,.382,.633,77,100,7,3,0,4,1,649H/35D1,,2022,24,PIT,NL,96,283,-6,0,-1,-7,1,-13,-1.4,10,-4,-0.5,.485,.491,0.2,-0.6,3,,649H/35D1,
2023,25,ARI,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,,2023,25,ARI,NL,1,1,0,0,0,0,0,0,0.0,0,0,,.472,.500,,0.0,0,,/H,
