Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2000,28,MON,NL,50,21,19,3,4,0,0,2,3,0,0,0,13,.211,.200,.526,.726,73,10,0,0,1,1,0,1/H,,2000,28,MON,NL,50,21,-1,0,0,0,3,2,0.2,0,2,0.2,.503,.501,0.2,0.0,2,,1/H,
2001,29,MON,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,,2001,29,MON,NL,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,/1,
