Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2020,21,LAD,NL,2,8,8,1,2,0,0,1,1,0,0,0,3,.250,.250,.625,.875,126,5,0,0,0,0,0,/2,,2020,21,LAD,NL,2,8,0,0,0,0,0,0,0.0,0,1,0.1,.516,.500,0.1,0.0,1,,/2,
2021,22,TOT,NL,29,96,88,10,24,3,0,3,15,0,0,6,9,.273,.333,.409,.742,103,36,3,2,0,0,0,2/H,,2021,22,LAD,NL,6,7,0,0,0,0,0,0,0.0,0,0,0.0,.496,.500,0.0,0.0,0,,/H2,
2022,23,WSN,NL,112,433,394,33,99,22,0,7,36,6,1,30,50,.251,.313,.360,.673,94,142,9,6,1,2,0,2H/D,,2021,22,WSN,NL,23,89,1,-1,0,1,1,3,0.2,3,6,0.5,.511,.502,0.5,0.2,5,,2/H,
2023,24,WSN,NL,136,562,523,55,136,24,0,18,67,1,1,31,58,.260,.308,.409,.717,97,214,13,6,0,2,1,*2D/H,,2022,23,WSN,NL,112,433,-3,0,-1,-3,7,0,0.1,15,15,1.5,.500,.500,1.8,0.5,18,,2H/D,
2024,25,WSN,NL,42,158,149,14,30,4,0,3,13,1,1,4,23,.201,.241,.289,.529,54,43,4,4,0,1,0,2/DH,,2023,24,WSN,NL,136,562,-2,-3,-1,-6,7,-5,-0.5,19,14,1.3,.496,.497,1.9,0.1,20,"$1,375,000",*2D/H,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,25,WSN,NL,42,158,-9,-1,0,-3,2,-11,-1.1,5,-5,-0.6,.473,.493,-0.3,-0.1,-2,"$6,375,000",2/DH,
