Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2022,25,MIN,AL,30,77,70,8,10,0,0,2,6,0,0,4,27,.143,.184,.229,.413,18,16,2,0,1,2,0,64/H135,,2022,25,MIN,AL,30,77,-7,0,0,-2,1,-8,-0.8,3,-5,-0.6,.473,.495,-0.4,-0.1,-3,,64/H135,
